index	P(0)	P(1)	P(2)	Pw	u	v	cab	start_uni	end_uni	groups
0	0	0	0	1	0	0	1	1	8	
1	0	-0.1	0	1	0.0208333	0	1	1	8	
2	0.125	0	0	1	0.000325521	0	1	1	8	
3	0.125	-0.1	0	1	0.0211589	0	1	1	8	
4	0.25	0	0	1	0.000651042	0	1	1	8	
5	0.25	-0.1	0	1	0.0214844	0	1	1	8	
6	0.375	0	0	1	0.000976562	0	1	1	8	
7	0.375	-0.1	0	1	0.0218099	0	1	1	8	
8	0.5	0	0	1	0.00130208	0	1	1	8	
9	0.5	-0.1	0	1	0.0221354	0	1	1	8	
10	0.625	0	0	1	0.0016276	0	1	1	8	
11	0.625	-0.1	0	1	0.0224609	0	1	1	8	
12	0.75	0	0	1	0.00195312	0	1	1	8	
13	0.75	-0.1	0	1	0.0227865	0	1	1	8	
14	0.875	0	0	1	0.00227865	0	1	1	8	
15	0.875	-0.1	0	1	0.023112	0	1	1	8	
16	0	0	0.125	1	0	0.015625	1	1	8	
17	0	-0.1	0.125	1	0.0208333	0.015625	1	1	8	
18	0.125	0	0.125	1	0.000325521	0.015625	1	1	8	
19	0.125	-0.1	0.125	1	0.0211589	0.015625	1	1	8	
20	0.25	0	0.125	1	0.000651042	0.015625	1	1	8	
21	0.25	-0.1	0.125	1	0.0214844	0.015625	1	1	8	
22	0.375	0	0.125	1	0.000976562	0.015625	1	1	8	
23	0.375	-0.1	0.125	1	0.0218099	0.015625	1	1	8	
24	0.5	0	0.125	1	0.00130208	0.015625	1	1	8	
25	0.5	-0.1	0.125	1	0.0221354	0.015625	1	1	8	
26	0.625	0	0.125	1	0.0016276	0.015625	1	1	8	
27	0.625	-0.1	0.125	1	0.0224609	0.015625	1	1	8	
28	0.75	0	0.125	1	0.00195312	0.015625	1	1	8	
29	0.75	-0.1	0.125	1	0.0227865	0.015625	1	1	8	
30	0.875	0	0.125	1	0.00227865	0.015625	1	1	8	
31	0.875	-0.1	0.125	1	0.023112	0.015625	1	1	8	
32	0	0	0.25	1	0	0.03125	1	1	8	
33	0	-0.1	0.25	1	0.0208333	0.03125	1	1	8	
34	0.125	0	0.25	1	0.000325521	0.03125	1	1	8	
35	0.125	-0.1	0.25	1	0.0211589	0.03125	1	1	8	
36	0.25	0	0.25	1	0.000651042	0.03125	1	1	8	
37	0.25	-0.1	0.25	1	0.0214844	0.03125	1	1	8	
38	0.375	0	0.25	1	0.000976562	0.03125	1	1	8	
39	0.375	-0.1	0.25	1	0.0218099	0.03125	1	1	8	
40	0.5	0	0.25	1	0.00130208	0.03125	1	1	8	
41	0.5	-0.1	0.25	1	0.0221354	0.03125	1	1	8	
42	0.625	0	0.25	1	0.0016276	0.03125	1	1	8	
43	0.625	-0.1	0.25	1	0.0224609	0.03125	1	1	8	
44	0.75	0	0.25	1	0.00195312	0.03125	1	1	8	
45	0.75	-0.1	0.25	1	0.0227865	0.03125	1	1	8	
46	0.875	0	0.25	1	0.00227865	0.03125	1	1	8	
47	0.875	-0.1	0.25	1	0.023112	0.03125	1	1	8	
48	0	0	0.375	1	0	0.046875	1	1	8	
49	0	-0.1	0.375	1	0.0208333	0.046875	1	1	8	
50	0.125	0	0.375	1	0.000325521	0.046875	1	1	8	
51	0.125	-0.1	0.375	1	0.0211589	0.046875	1	1	8	
52	0.25	0	0.375	1	0.000651042	0.046875	1	1	8	
53	0.25	-0.1	0.375	1	0.0214844	0.046875	1	1	8	
54	0.375	0	0.375	1	0.000976562	0.046875	1	1	8	
55	0.375	-0.1	0.375	1	0.0218099	0.046875	1	1	8	
56	0.375	-0.2	0.375	1	0.0426432	0.046875	1	1	8	
57	0.5	0	0.375	1	0.00130208	0.046875	1	1	8	
58	0.5	-0.1	0.375	1	0.0221354	0.046875	1	1	8	
59	0.5	-0.2	0.375	1	0.0429688	0.046875	1	1	8	
60	0.625	0	0.375	1	0.0016276	0.046875	1	1	8	
61	0.625	-0.1	0.375	1	0.0224609	0.046875	1	1	8	
62	0.625	-0.2	0.375	1	0.0432943	0.046875	1	1	8	
63	0.75	0	0.375	1	0.00195312	0.046875	1	1	8	
64	0.75	-0.1	0.375	1	0.0227865	0.046875	1	1	8	
65	0.75	-0.2	0.375	1	0.0436198	0.046875	1	1	8	
66	0.875	0	0.375	1	0.00227865	0.046875	1	1	8	
67	0.875	-0.1	0.375	1	0.023112	0.046875	1	1	8	
68	0.875	-0.2	0.375	1	0.0439453	0.046875	1	1	8	
69	0	0	0.5	1	0	0.0625	1	1	8	
70	0	-0.1	0.5	1	0.0208333	0.0625	1	1	8	
71	0.125	0	0.5	1	0.000325521	0.0625	1	1	8	
72	0.125	-0.1	0.5	1	0.0211589	0.0625	1	1	8	
73	0.25	0	0.5	1	0.000651042	0.0625	1	1	8	
74	0.25	-0.1	0.5	1	0.0214844	0.0625	1	1	8	
75	0.375	0	0.5	1	0.000976562	0.0625	1	1	8	
76	0.375	-0.1	0.5	1	0.0218099	0.0625	1	1	8	
77	0.375	-0.2	0.5	1	0.0426432	0.0625	1	1	8	
78	0.5	0	0.5	1	0.00130208	0.0625	1	1	8	
79	0.5	-0.1	0.5	1	0.0221354	0.0625	1	1	8	
80	0.5	-0.2	0.5	1	0.0429688	0.0625	1	1	8	
81	0.5	-0.3	0.5	1	0.0638021	0.0625	1	1	8	
82	0.625	0	0.5	1	0.0016276	0.0625	1	1	8	
83	0.625	-0.1	0.5	1	0.0224609	0.0625	1	1	8	
84	0.625	-0.2	0.5	1	0.0432943	0.0625	1	1	8	
85	0.625	-0.3	0.5	1	0.0641276	0.0625	1	1	8	
86	0.75	0	0.5	1	0.00195312	0.0625	1	1	8	
87	0.75	-0.1	0.5	1	0.0227865	0.0625	1	1	8	
88	0.75	-0.2	0.5	1	0.0436198	0.0625	1	1	8	
89	0.75	-0.3	0.5	1	0.0644531	0.0625	1	1	8	
90	0.875	0	0.5	1	0.00227865	0.0625	1	1	8	
91	0.875	-0.1	0.5	1	0.023112	0.0625	1	1	8	
92	0.875	-0.2	0.5	1	0.0439453	0.0625	1	1	8	
93	0.875	-0.3	0.5	1	0.0647786	0.0625	1	1	8	
94	0	0	0.625	1	0	0.078125	1	1	8	
95	0	-0.1	0.625	1	0.0208333	0.078125	1	1	8	
96	0.125	0	0.625	1	0.000325521	0.078125	1	1	8	
97	0.125	-0.1	0.625	1	0.0211589	0.078125	1	1	8	
98	0.25	0	0.625	1	0.000651042	0.078125	1	1	8	
99	0.25	-0.1	0.625	1	0.0214844	0.078125	1	1	8	
100	0.375	0	0.625	1	0.000976562	0.078125	1	1	8	
101	0.375	-0.1	0.625	1	0.0218099	0.078125	1	1	8	
102	0.375	-0.2	0.625	1	0.0426432	0.078125	1	1	8	
103	0.5	0	0.625	1	0.00130208	0.078125	1	1	8	
104	0.5	-0.1	0.625	1	0.0221354	0.078125	1	1	8	
105	0.5	-0.2	0.625	1	0.0429688	0.078125	1	1	8	
106	0.5	-0.3	0.625	1	0.0638021	0.078125	1	1	8	
107	0.625	0	0.625	1	0.0016276	0.078125	1	1	8	
108	0.625	-0.1	0.625	1	0.0224609	0.078125	1	1	8	
109	0.625	-0.2	0.625	1	0.0432943	0.078125	1	1	8	
110	0.625	-0.3	0.625	1	0.0641276	0.078125	1	1	8	
111	0.625	-0.4	0.625	1	0.0849609	0.078125	1	1	8	
112	0.75	0	0.625	1	0.00195312	0.078125	1	1	8	
113	0.75	-0.1	0.625	1	0.0227865	0.078125	1	1	8	
114	0.75	-0.2	0.625	1	0.0436198	0.078125	1	1	8	
115	0.75	-0.3	0.625	1	0.0644531	0.078125	1	1	8	
116	0.75	-0.4	0.625	1	0.0852865	0.078125	1	1	8	
117	0.875	0	0.625	1	0.00227865	0.078125	1	1	8	
118	0.875	-0.1	0.625	1	0.023112	0.078125	1	1	8	
119	0.875	-0.2	0.625	1	0.0439453	0.078125	1	1	8	
120	0.875	-0.3	0.625	1	0.0647786	0.078125	1	1	8	
121	0.875	-0.4	0.625	1	0.085612	0.078125	1	1	8	
122	0	0	0.75	1	0	0.09375	1	1	8	
123	0	-0.1	0.75	1	0.0208333	0.09375	1	1	8	
124	0.125	0	0.75	1	0.000325521	0.09375	1	1	8	
125	0.125	-0.1	0.75	1	0.0211589	0.09375	1	1	8	
126	0.25	0	0.75	1	0.000651042	0.09375	1	1	8	
127	0.25	-0.1	0.75	1	0.0214844	0.09375	1	1	8	
128	0.375	0	0.75	1	0.000976562	0.09375	1	1	8	
129	0.375	-0.1	0.75	1	0.0218099	0.09375	1	1	8	
130	0.375	-0.2	0.75	1	0.0426432	0.09375	1	1	8	
131	0.5	0	0.75	1	0.00130208	0.09375	1	1	8	
132	0.5	-0.1	0.75	1	0.0221354	0.09375	1	1	8	
133	0.5	-0.2	0.75	1	0.0429688	0.09375	1	1	8	
134	0.5	-0.3	0.75	1	0.0638021	0.09375	1	1	8	
135	0.625	0	0.75	1	0.0016276	0.09375	1	1	8	
136	0.625	-0.1	0.75	1	0.0224609	0.09375	1	1	8	
137	0.625	-0.2	0.75	1	0.0432943	0.09375	1	1	8	
138	0.625	-0.3	0.75	1	0.0641276	0.09375	1	1	8	
139	0.625	-0.4	0.75	1	0.0849609	0.09375	1	1	8	
140	0.75	0	0.75	1	0.00195312	0.09375	1	1	8	
141	0.75	-0.1	0.75	1	0.0227865	0.09375	1	1	8	
142	0.75	-0.2	0.75	1	0.0436198	0.09375	1	1	8	
143	0.75	-0.3	0.75	1	0.0644531	0.09375	1	1	8	
144	0.75	-0.4	0.75	1	0.0852865	0.09375	1	1	8	
145	0.75	-0.5	0.75	1	0.10612	0.09375	1	1	8	
146	0.875	0	0.75	1	0.00227865	0.09375	1	1	8	
147	0.875	-0.1	0.75	1	0.023112	0.09375	1	1	8	
148	0.875	-0.2	0.75	1	0.0439453	0.09375	1	1	8	
149	0.875	-0.3	0.75	1	0.0647786	0.09375	1	1	8	
150	0.875	-0.4	0.75	1	0.085612	0.09375	1	1	8	
151	0.875	-0.5	0.75	1	0.106445	0.09375	1	1	8	
152	0	0	0.875	1	0	0.109375	1	1	8	
153	0	-0.1	0.875	1	0.0208333	0.109375	1	1	8	
154	0.125	0	0.875	1	0.000325521	0.109375	1	1	8	
155	0.125	-0.1	0.875	1	0.0211589	0.109375	1	1	8	
156	0.25	0	0.875	1	0.000651042	0.109375	1	1	8	
157	0.25	-0.1	0.875	1	0.0214844	0.109375	1	1	8	
158	0.375	0	0.875	1	0.000976562	0.109375	1	1	8	
159	0.375	-0.1	0.875	1	0.0218099	0.109375	1	1	8	
160	0.375	-0.2	0.875	1	0.0426432	0.109375	1	1	8	
161	0.5	0	0.875	1	0.00130208	0.109375	1	1	8	
162	0.5	-0.1	0.875	1	0.0221354	0.109375	1	1	8	
163	0.5	-0.2	0.875	1	0.0429688	0.109375	1	1	8	
164	0.5	-0.3	0.875	1	0.0638021	0.109375	1	1	8	
165	0.625	0	0.875	1	0.0016276	0.109375	1	1	8	
166	0.625	-0.1	0.875	1	0.0224609	0.109375	1	1	8	
167	0.625	-0.2	0.875	1	0.0432943	0.109375	1	1	8	
168	0.625	-0.3	0.875	1	0.0641276	0.109375	1	1	8	
169	0.625	-0.4	0.875	1	0.0849609	0.109375	1	1	8	
170	0.75	0	0.875	1	0.00195312	0.109375	1	1	8	
171	0.75	-0.1	0.875	1	0.0227865	0.109375	1	1	8	
172	0.75	-0.2	0.875	1	0.0436198	0.109375	1	1	8	
173	0.75	-0.3	0.875	1	0.0644531	0.109375	1	1	8	
174	0.75	-0.4	0.875	1	0.0852865	0.109375	1	1	8	
175	0.75	-0.5	0.875	1	0.10612	0.109375	1	1	8	
176	0.875	0	0.875	1	0.00227865	0.109375	1	1	8	
177	0.875	-0.1	0.875	1	0.023112	0.109375	1	1	8	
178	0.875	-0.2	0.875	1	0.0439453	0.109375	1	1	8	
179	0.875	-0.3	0.875	1	0.0647786	0.109375	1	1	8	
180	0.875	-0.4	0.875	1	0.085612	0.109375	1	1	8	
181	0.875	-0.5	0.875	1	0.106445	0.109375	1	1	8	
182	0.875	-0.6	0.875	1	0.127279	0.109375	1	1	8	
183	0.875	-0.7	0.875	1	0.148112	0.109375	1	1	8	
184	1	0	0	1	0.00260417	0	2	9	16	
185	1	-0.1	0	1	0.0234375	0	2	9	16	
186	1.125	0	0	1	0.00292969	0	2	9	16	
187	1.125	-0.1	0	1	0.023763	0	2	9	16	
188	1.25	0	0	1	0.00325521	0	2	9	16	
189	1.25	-0.1	0	1	0.0240885	0	2	9	16	
190	1.375	0	0	1	0.00358073	0	2	9	16	
191	1.375	-0.1	0	1	0.0244141	0	2	9	16	
192	1.5	0	0	1	0.00390625	0	2	9	16	
193	1.5	-0.1	0	1	0.0247396	0	2	9	16	
194	1.625	0	0	1	0.00423177	0	2	9	16	
195	1.625	-0.1	0	1	0.0250651	0	2	9	16	
196	1.75	0	0	1	0.00455729	0	2	9	16	
197	1.75	-0.1	0	1	0.0253906	0	2	9	16	
198	1.875	0	0	1	0.00488281	0	2	9	16	
199	1.875	-0.1	0	1	0.0257161	0	2	9	16	
200	1	0	0.125	1	0.00260417	0.015625	2	9	16	
201	1	-0.1	0.125	1	0.0234375	0.015625	2	9	16	
202	1.125	0	0.125	1	0.00292969	0.015625	2	9	16	
203	1.125	-0.1	0.125	1	0.023763	0.015625	2	9	16	
204	1.25	0	0.125	1	0.00325521	0.015625	2	9	16	
205	1.25	-0.1	0.125	1	0.0240885	0.015625	2	9	16	
206	1.375	0	0.125	1	0.00358073	0.015625	2	9	16	
207	1.375	-0.1	0.125	1	0.0244141	0.015625	2	9	16	
208	1.5	0	0.125	1	0.00390625	0.015625	2	9	16	
209	1.5	-0.1	0.125	1	0.0247396	0.015625	2	9	16	
210	1.625	0	0.125	1	0.00423177	0.015625	2	9	16	
211	1.625	-0.1	0.125	1	0.0250651	0.015625	2	9	16	
212	1.75	0	0.125	1	0.00455729	0.015625	2	9	16	
213	1.75	-0.1	0.125	1	0.0253906	0.015625	2	9	16	
214	1.875	0	0.125	1	0.00488281	0.015625	2	9	16	
215	1.875	-0.1	0.125	1	0.0257161	0.015625	2	9	16	
216	1	0	0.25	1	0.00260417	0.03125	2	9	16	
217	1	-0.1	0.25	1	0.0234375	0.03125	2	9	16	
218	1.125	0	0.25	1	0.00292969	0.03125	2	9	16	
219	1.125	-0.1	0.25	1	0.023763	0.03125	2	9	16	
220	1.25	0	0.25	1	0.00325521	0.03125	2	9	16	
221	1.25	-0.1	0.25	1	0.0240885	0.03125	2	9	16	
222	1.375	0	0.25	1	0.00358073	0.03125	2	9	16	
223	1.375	-0.1	0.25	1	0.0244141	0.03125	2	9	16	
224	1.5	0	0.25	1	0.00390625	0.03125	2	9	16	
225	1.5	-0.1	0.25	1	0.0247396	0.03125	2	9	16	
226	1.625	0	0.25	1	0.00423177	0.03125	2	9	16	
227	1.625	-0.1	0.25	1	0.0250651	0.03125	2	9	16	
228	1.75	0	0.25	1	0.00455729	0.03125	2	9	16	
229	1.75	-0.1	0.25	1	0.0253906	0.03125	2	9	16	
230	1.875	0	0.25	1	0.00488281	0.03125	2	9	16	
231	1.875	-0.1	0.25	1	0.0257161	0.03125	2	9	16	
232	1	0	0.375	1	0.00260417	0.046875	2	9	16	
233	1	-0.1	0.375	1	0.0234375	0.046875	2	9	16	
234	1	-0.2	0.375	1	0.0442708	0.046875	2	9	16	
235	1.125	0	0.375	1	0.00292969	0.046875	2	9	16	
236	1.125	-0.1	0.375	1	0.023763	0.046875	2	9	16	
237	1.125	-0.2	0.375	1	0.0445964	0.046875	2	9	16	
238	1.25	0	0.375	1	0.00325521	0.046875	2	9	16	
239	1.25	-0.1	0.375	1	0.0240885	0.046875	2	9	16	
240	1.25	-0.2	0.375	1	0.0449219	0.046875	2	9	16	
241	1.375	0	0.375	1	0.00358073	0.046875	2	9	16	
242	1.375	-0.1	0.375	1	0.0244141	0.046875	2	9	16	
243	1.375	-0.2	0.375	1	0.0452474	0.046875	2	9	16	
244	1.5	0	0.375	1	0.00390625	0.046875	2	9	16	
245	1.5	-0.1	0.375	1	0.0247396	0.046875	2	9	16	
246	1.5	-0.2	0.375	1	0.0455729	0.046875	2	9	16	
247	1.625	0	0.375	1	0.00423177	0.046875	2	9	16	
248	1.625	-0.1	0.375	1	0.0250651	0.046875	2	9	16	
249	1.625	-0.2	0.375	1	0.0458984	0.046875	2	9	16	
250	1.75	0	0.375	1	0.00455729	0.046875	2	9	16	
251	1.75	-0.1	0.375	1	0.0253906	0.046875	2	9	16	
252	1.75	-0.2	0.375	1	0.046224	0.046875	2	9	16	
253	1.875	0	0.375	1	0.00488281	0.046875	2	9	16	
254	1.875	-0.1	0.375	1	0.0257161	0.046875	2	9	16	
255	1.875	-0.2	0.375	1	0.0465495	0.046875	2	9	16	
256	1	0	0.5	1	0.00260417	0.0625	2	9	16	
257	1	-0.1	0.5	1	0.0234375	0.0625	2	9	16	
258	1	-0.2	0.5	1	0.0442708	0.0625	2	9	16	
259	1	-0.3	0.5	1	0.0651042	0.0625	2	9	16	
260	1.125	0	0.5	1	0.00292969	0.0625	2	9	16	
261	1.125	-0.1	0.5	1	0.023763	0.0625	2	9	16	
262	1.125	-0.2	0.5	1	0.0445964	0.0625	2	9	16	
263	1.125	-0.3	0.5	1	0.0654297	0.0625	2	9	16	
264	1.25	0	0.5	1	0.00325521	0.0625	2	9	16	
265	1.25	-0.1	0.5	1	0.0240885	0.0625	2	9	16	
266	1.25	-0.2	0.5	1	0.0449219	0.0625	2	9	16	
267	1.25	-0.3	0.5	1	0.0657552	0.0625	2	9	16	
268	1.375	0	0.5	1	0.00358073	0.0625	2	9	16	
269	1.375	-0.1	0.5	1	0.0244141	0.0625	2	9	16	
270	1.375	-0.2	0.5	1	0.0452474	0.0625	2	9	16	
271	1.375	-0.3	0.5	1	0.0660807	0.0625	2	9	16	
272	1.5	0	0.5	1	0.00390625	0.0625	2	9	16	
273	1.5	-0.1	0.5	1	0.0247396	0.0625	2	9	16	
274	1.5	-0.2	0.5	1	0.0455729	0.0625	2	9	16	
275	1.5	-0.3	0.5	1	0.0664062	0.0625	2	9	16	
276	1.625	0	0.5	1	0.00423177	0.0625	2	9	16	
277	1.625	-0.1	0.5	1	0.0250651	0.0625	2	9	16	
278	1.625	-0.2	0.5	1	0.0458984	0.0625	2	9	16	
279	1.625	-0.3	0.5	1	0.0667318	0.0625	2	9	16	
280	1.75	0	0.5	1	0.00455729	0.0625	2	9	16	
281	1.75	-0.1	0.5	1	0.0253906	0.0625	2	9	16	
282	1.75	-0.2	0.5	1	0.046224	0.0625	2	9	16	
283	1.75	-0.3	0.5	1	0.0670573	0.0625	2	9	16	
284	1.875	0	0.5	1	0.00488281	0.0625	2	9	16	
285	1.875	-0.1	0.5	1	0.0257161	0.0625	2	9	16	
286	1.875	-0.2	0.5	1	0.0465495	0.0625	2	9	16	
287	1.875	-0.3	0.5	1	0.0673828	0.0625	2	9	16	
288	1	0	0.625	1	0.00260417	0.078125	2	9	16	
289	1	-0.1	0.625	1	0.0234375	0.078125	2	9	16	
290	1	-0.2	0.625	1	0.0442708	0.078125	2	9	16	
291	1	-0.3	0.625	1	0.0651042	0.078125	2	9	16	
292	1	-0.4	0.625	1	0.0859375	0.078125	2	9	16	
293	1.125	0	0.625	1	0.00292969	0.078125	2	9	16	
294	1.125	-0.1	0.625	1	0.023763	0.078125	2	9	16	
295	1.125	-0.2	0.625	1	0.0445964	0.078125	2	9	16	
296	1.125	-0.3	0.625	1	0.0654297	0.078125	2	9	16	
297	1.125	-0.4	0.625	1	0.086263	0.078125	2	9	16	
298	1.25	0	0.625	1	0.00325521	0.078125	2	9	16	
299	1.25	-0.1	0.625	1	0.0240885	0.078125	2	9	16	
300	1.25	-0.2	0.625	1	0.0449219	0.078125	2	9	16	
301	1.25	-0.3	0.625	1	0.0657552	0.078125	2	9	16	
302	1.25	-0.4	0.625	1	0.0865885	0.078125	2	9	16	
303	1.375	0	0.625	1	0.00358073	0.078125	2	9	16	
304	1.375	-0.1	0.625	1	0.0244141	0.078125	2	9	16	
305	1.375	-0.2	0.625	1	0.0452474	0.078125	2	9	16	
306	1.375	-0.3	0.625	1	0.0660807	0.078125	2	9	16	
307	1.375	-0.4	0.625	1	0.0869141	0.078125	2	9	16	
308	1.5	0	0.625	1	0.00390625	0.078125	2	9	16	
309	1.5	-0.1	0.625	1	0.0247396	0.078125	2	9	16	
310	1.5	-0.2	0.625	1	0.0455729	0.078125	2	9	16	
311	1.5	-0.3	0.625	1	0.0664062	0.078125	2	9	16	
312	1.5	-0.4	0.625	1	0.0872396	0.078125	2	9	16	
313	1.625	0	0.625	1	0.00423177	0.078125	2	9	16	
314	1.625	-0.1	0.625	1	0.0250651	0.078125	2	9	16	
315	1.625	-0.2	0.625	1	0.0458984	0.078125	2	9	16	
316	1.625	-0.3	0.625	1	0.0667318	0.078125	2	9	16	
317	1.625	-0.4	0.625	1	0.0875651	0.078125	2	9	16	
318	1.75	0	0.625	1	0.00455729	0.078125	2	9	16	
319	1.75	-0.1	0.625	1	0.0253906	0.078125	2	9	16	
320	1.75	-0.2	0.625	1	0.046224	0.078125	2	9	16	
321	1.75	-0.3	0.625	1	0.0670573	0.078125	2	9	16	
322	1.75	-0.4	0.625	1	0.0878906	0.078125	2	9	16	
323	1.875	0	0.625	1	0.00488281	0.078125	2	9	16	
324	1.875	-0.1	0.625	1	0.0257161	0.078125	2	9	16	
325	1.875	-0.2	0.625	1	0.0465495	0.078125	2	9	16	
326	1.875	-0.3	0.625	1	0.0673828	0.078125	2	9	16	
327	1.875	-0.4	0.625	1	0.0882161	0.078125	2	9	16	
328	1	0	0.75	1	0.00260417	0.09375	2	9	16	
329	1	-0.1	0.75	1	0.0234375	0.09375	2	9	16	
330	1	-0.2	0.75	1	0.0442708	0.09375	2	9	16	
331	1	-0.3	0.75	1	0.0651042	0.09375	2	9	16	
332	1	-0.4	0.75	1	0.0859375	0.09375	2	9	16	
333	1	-0.5	0.75	1	0.106771	0.09375	2	9	16	
334	1.125	0	0.75	1	0.00292969	0.09375	2	9	16	
335	1.125	-0.1	0.75	1	0.023763	0.09375	2	9	16	
336	1.125	-0.2	0.75	1	0.0445964	0.09375	2	9	16	
337	1.125	-0.3	0.75	1	0.0654297	0.09375	2	9	16	
338	1.125	-0.4	0.75	1	0.086263	0.09375	2	9	16	
339	1.125	-0.5	0.75	1	0.107096	0.09375	2	9	16	
340	1.25	0	0.75	1	0.00325521	0.09375	2	9	16	
341	1.25	-0.1	0.75	1	0.0240885	0.09375	2	9	16	
342	1.25	-0.2	0.75	1	0.0449219	0.09375	2	9	16	
343	1.25	-0.3	0.75	1	0.0657552	0.09375	2	9	16	
344	1.25	-0.4	0.75	1	0.0865885	0.09375	2	9	16	
345	1.25	-0.5	0.75	1	0.107422	0.09375	2	9	16	
346	1.375	0	0.75	1	0.00358073	0.09375	2	9	16	
347	1.375	-0.1	0.75	1	0.0244141	0.09375	2	9	16	
348	1.375	-0.2	0.75	1	0.0452474	0.09375	2	9	16	
349	1.375	-0.3	0.75	1	0.0660807	0.09375	2	9	16	
350	1.375	-0.4	0.75	1	0.0869141	0.09375	2	9	16	
351	1.375	-0.5	0.75	1	0.107747	0.09375	2	9	16	
352	1.5	0	0.75	1	0.00390625	0.09375	2	9	16	
353	1.5	-0.1	0.75	1	0.0247396	0.09375	2	9	16	
354	1.5	-0.2	0.75	1	0.0455729	0.09375	2	9	16	
355	1.5	-0.3	0.75	1	0.0664062	0.09375	2	9	16	
356	1.5	-0.4	0.75	1	0.0872396	0.09375	2	9	16	
357	1.5	-0.5	0.75	1	0.108073	0.09375	2	9	16	
358	1.625	0	0.75	1	0.00423177	0.09375	2	9	16	
359	1.625	-0.1	0.75	1	0.0250651	0.09375	2	9	16	
360	1.625	-0.2	0.75	1	0.0458984	0.09375	2	9	16	
361	1.625	-0.3	0.75	1	0.0667318	0.09375	2	9	16	
362	1.625	-0.4	0.75	1	0.0875651	0.09375	2	9	16	
363	1.625	-0.5	0.75	1	0.108398	0.09375	2	9	16	
364	1.75	0	0.75	1	0.00455729	0.09375	2	9	16	
365	1.75	-0.1	0.75	1	0.0253906	0.09375	2	9	16	
366	1.75	-0.2	0.75	1	0.046224	0.09375	2	9	16	
367	1.75	-0.3	0.75	1	0.0670573	0.09375	2	9	16	
368	1.75	-0.4	0.75	1	0.0878906	0.09375	2	9	16	
369	1.75	-0.5	0.75	1	0.108724	0.09375	2	9	16	
370	1.875	0	0.75	1	0.00488281	0.09375	2	9	16	
371	1.875	-0.1	0.75	1	0.0257161	0.09375	2	9	16	
372	1.875	-0.2	0.75	1	0.0465495	0.09375	2	9	16	
373	1.875	-0.3	0.75	1	0.0673828	0.09375	2	9	16	
374	1.875	-0.4	0.75	1	0.0882161	0.09375	2	9	16	
375	1.875	-0.5	0.75	1	0.109049	0.09375	2	9	16	
376	1	0	0.875	1	0.00260417	0.109375	2	9	16	
377	1	-0.1	0.875	1	0.0234375	0.109375	2	9	16	
378	1	-0.2	0.875	1	0.0442708	0.109375	2	9	16	
379	1	-0.3	0.875	1	0.0651042	0.109375	2	9	16	
380	1	-0.4	0.875	1	0.0859375	0.109375	2	9	16	
381	1	-0.5	0.875	1	0.106771	0.109375	2	9	16	
382	1	-0.6	0.875	1	0.127604	0.109375	2	9	16	
383	1	-0.7	0.875	1	0.148438	0.109375	2	9	16	
384	1.125	0	0.875	1	0.00292969	0.109375	2	9	16	
385	1.125	-0.1	0.875	1	0.023763	0.109375	2	9	16	
386	1.125	-0.2	0.875	1	0.0445964	0.109375	2	9	16	
387	1.125	-0.3	0.875	1	0.0654297	0.109375	2	9	16	
388	1.125	-0.4	0.875	1	0.086263	0.109375	2	9	16	
389	1.125	-0.5	0.875	1	0.107096	0.109375	2	9	16	
390	1.125	-0.6	0.875	1	0.12793	0.109375	2	9	16	
391	1.125	-0.7	0.875	1	0.148763	0.109375	2	9	16	
392	1.25	0	0.875	1	0.00325521	0.109375	2	9	16	
393	1.25	-0.1	0.875	1	0.0240885	0.109375	2	9	16	
394	1.25	-0.2	0.875	1	0.0449219	0.109375	2	9	16	
395	1.25	-0.3	0.875	1	0.0657552	0.109375	2	9	16	
396	1.25	-0.4	0.875	1	0.0865885	0.109375	2	9	16	
397	1.25	-0.5	0.875	1	0.107422	0.109375	2	9	16	
398	1.25	-0.6	0.875	1	0.128255	0.109375	2	9	16	
399	1.25	-0.7	0.875	1	0.149089	0.109375	2	9	16	
400	1.375	0	0.875	1	0.00358073	0.109375	2	9	16	
401	1.375	-0.1	0.875	1	0.0244141	0.109375	2	9	16	
402	1.375	-0.2	0.875	1	0.0452474	0.109375	2	9	16	
403	1.375	-0.3	0.875	1	0.0660807	0.109375	2	9	16	
404	1.375	-0.4	0.875	1	0.0869141	0.109375	2	9	16	
405	1.375	-0.5	0.875	1	0.107747	0.109375	2	9	16	
406	1.375	-0.6	0.875	1	0.128581	0.109375	2	9	16	
407	1.375	-0.7	0.875	1	0.149414	0.109375	2	9	16	
408	1.5	0	0.875	1	0.00390625	0.109375	2	9	16	
409	1.5	-0.1	0.875	1	0.0247396	0.109375	2	9	16	
410	1.5	-0.2	0.875	1	0.0455729	0.109375	2	9	16	
411	1.5	-0.3	0.875	1	0.0664062	0.109375	2	9	16	
412	1.5	-0.4	0.875	1	0.0872396	0.109375	2	9	16	
413	1.5	-0.5	0.875	1	0.108073	0.109375	2	9	16	
414	1.5	-0.6	0.875	1	0.128906	0.109375	2	9	16	
415	1.5	-0.7	0.875	1	0.14974	0.109375	2	9	16	
416	1.625	0	0.875	1	0.00423177	0.109375	2	9	16	
417	1.625	-0.1	0.875	1	0.0250651	0.109375	2	9	16	
418	1.625	-0.2	0.875	1	0.0458984	0.109375	2	9	16	
