index	P(0)	P(1)	P(2)	Pw	u	v	cab	start_uni	end_uni	groups
24385	5.125	-2.6	3.875	1	0.555013	0.484375	30	289	304	
24386	5.125	-2.7	3.875	1	0.575846	0.484375	30	289	304	
24387	5.125	-2.8	3.875	1	0.59668	0.484375	30	289	304	
24388	5.25	0	3.875	1	0.0136719	0.484375	30	289	304	
24389	5.25	-0.1	3.875	1	0.0345052	0.484375	30	289	304	
24390	5.25	-0.2	3.875	1	0.0553385	0.484375	30	289	304	
24391	5.25	-0.3	3.875	1	0.0761719	0.484375	30	289	304	
24392	5.25	-0.4	3.875	1	0.0970052	0.484375	30	289	304	
24393	5.25	-0.5	3.875	1	0.117839	0.484375	30	289	304	
24394	5.25	-0.6	3.875	1	0.138672	0.484375	30	289	304	
24395	5.25	-0.7	3.875	1	0.159505	0.484375	30	289	304	
24396	5.25	-0.8	3.875	1	0.180339	0.484375	30	289	304	
24397	5.25	-0.9	3.875	1	0.201172	0.484375	30	289	304	
24398	5.25	-1	3.875	1	0.222005	0.484375	30	289	304	
24399	5.25	-1.1	3.875	1	0.242839	0.484375	30	289	304	
24400	5.25	-1.2	3.875	1	0.263672	0.484375	30	289	304	
24401	5.25	-1.3	3.875	1	0.284505	0.484375	30	289	304	
24402	5.25	-1.4	3.875	1	0.305339	0.484375	30	289	304	
24403	5.25	-1.5	3.875	1	0.326172	0.484375	30	289	304	
24404	5.25	-1.6	3.875	1	0.347005	0.484375	30	289	304	
24405	5.25	-1.7	3.875	1	0.367839	0.484375	30	289	304	
24406	5.25	-1.8	3.875	1	0.388672	0.484375	30	289	304	
24407	5.25	-1.9	3.875	1	0.409505	0.484375	30	289	304	
24408	5.25	-2	3.875	1	0.430339	0.484375	30	289	304	
24409	5.25	-2.1	3.875	1	0.451172	0.484375	30	289	304	
24410	5.25	-2.2	3.875	1	0.472005	0.484375	30	289	304	
24411	5.25	-2.3	3.875	1	0.492839	0.484375	30	289	304	
24412	5.25	-2.4	3.875	1	0.513672	0.484375	30	289	304	
24413	5.25	-2.5	3.875	1	0.534505	0.484375	30	289	304	
24414	5.25	-2.6	3.875	1	0.555339	0.484375	30	289	304	
24415	5.375	0	3.875	1	0.0139974	0.484375	30	289	304	
24416	5.375	-0.1	3.875	1	0.0348307	0.484375	30	289	304	
24417	5.375	-0.2	3.875	1	0.0556641	0.484375	30	289	304	
24418	5.375	-0.3	3.875	1	0.0764974	0.484375	30	289	304	
24419	5.375	-0.4	3.875	1	0.0973307	0.484375	30	289	304	
24420	5.375	-0.5	3.875	1	0.118164	0.484375	30	289	304	
24421	5.375	-0.6	3.875	1	0.138997	0.484375	30	289	304	
24422	5.375	-0.7	3.875	1	0.159831	0.484375	30	289	304	
24423	5.375	-0.8	3.875	1	0.180664	0.484375	30	289	304	
24424	5.375	-0.9	3.875	1	0.201497	0.484375	30	289	304	
24425	5.375	-1	3.875	1	0.222331	0.484375	30	289	304	
24426	5.375	-1.1	3.875	1	0.243164	0.484375	30	289	304	
24427	5.375	-1.2	3.875	1	0.263997	0.484375	30	289	304	
24428	5.375	-1.3	3.875	1	0.284831	0.484375	30	289	304	
24429	5.375	-1.4	3.875	1	0.305664	0.484375	30	289	304	
24430	5.375	-1.5	3.875	1	0.326497	0.484375	30	289	304	
24431	5.375	-1.6	3.875	1	0.347331	0.484375	30	289	304	
24432	5.375	-1.7	3.875	1	0.368164	0.484375	30	289	304	
24433	5.375	-1.8	3.875	1	0.388997	0.484375	30	289	304	
24434	5.375	-1.9	3.875	1	0.409831	0.484375	30	289	304	
24435	5.375	-2	3.875	1	0.430664	0.484375	30	289	304	
24436	5.375	-2.1	3.875	1	0.451497	0.484375	30	289	304	
24437	5.375	-2.2	3.875	1	0.472331	0.484375	30	289	304	
24438	5.375	-2.3	3.875	1	0.493164	0.484375	30	289	304	
24439	5.375	-2.4	3.875	1	0.513997	0.484375	30	289	304	
24440	5.5	0	3.875	1	0.0143229	0.484375	30	289	304	
24441	5.5	-0.1	3.875	1	0.0351562	0.484375	30	289	304	
24442	5.5	-0.2	3.875	1	0.0559896	0.484375	30	289	304	
24443	5.5	-0.3	3.875	1	0.0768229	0.484375	30	289	304	
24444	5.5	-0.4	3.875	1	0.0976562	0.484375	30	289	304	
24445	5.5	-0.5	3.875	1	0.11849	0.484375	30	289	304	
24446	5.5	-0.6	3.875	1	0.139323	0.484375	30	289	304	
24447	5.5	-0.7	3.875	1	0.160156	0.484375	30	289	304	
24448	5.5	-0.8	3.875	1	0.18099	0.484375	30	289	304	
24449	5.5	-0.9	3.875	1	0.201823	0.484375	30	289	304	
24450	5.5	-1	3.875	1	0.222656	0.484375	30	289	304	
24451	5.5	-1.1	3.875	1	0.24349	0.484375	30	289	304	
24452	5.5	-1.2	3.875	1	0.264323	0.484375	30	289	304	
24453	5.5	-1.3	3.875	1	0.285156	0.484375	30	289	304	
24454	5.5	-1.4	3.875	1	0.30599	0.484375	30	289	304	
24455	5.5	-1.5	3.875	1	0.326823	0.484375	30	289	304	
24456	5.5	-1.6	3.875	1	0.347656	0.484375	30	289	304	
24457	5.5	-1.7	3.875	1	0.36849	0.484375	30	289	304	
24458	5.5	-1.8	3.875	1	0.389323	0.484375	30	289	304	
24459	5.5	-1.9	3.875	1	0.410156	0.484375	30	289	304	
24460	5.5	-2	3.875	1	0.43099	0.484375	30	289	304	
24461	5.5	-2.1	3.875	1	0.451823	0.484375	30	289	304	
24462	5.5	-2.2	3.875	1	0.472656	0.484375	30	289	304	
24463	5.5	-2.3	3.875	1	0.49349	0.484375	30	289	304	
24464	5.625	0	3.875	1	0.0146484	0.484375	30	289	304	
24465	5.625	-0.1	3.875	1	0.0354818	0.484375	30	289	304	
24466	5.625	-0.2	3.875	1	0.0563151	0.484375	30	289	304	
24467	5.625	-0.3	3.875	1	0.0771484	0.484375	30	289	304	
24468	5.625	-0.4	3.875	1	0.0979818	0.484375	30	289	304	
24469	5.625	-0.5	3.875	1	0.118815	0.484375	30	289	304	
24470	5.625	-0.6	3.875	1	0.139648	0.484375	30	289	304	
24471	5.625	-0.7	3.875	1	0.160482	0.484375	30	289	304	
24472	5.625	-0.8	3.875	1	0.181315	0.484375	30	289	304	
24473	5.625	-0.9	3.875	1	0.202148	0.484375	30	289	304	
24474	5.625	-1	3.875	1	0.222982	0.484375	30	289	304	
24475	5.625	-1.1	3.875	1	0.243815	0.484375	30	289	304	
24476	5.625	-1.2	3.875	1	0.264648	0.484375	30	289	304	
24477	5.625	-1.3	3.875	1	0.285482	0.484375	30	289	304	
24478	5.625	-1.4	3.875	1	0.306315	0.484375	30	289	304	
24479	5.625	-1.5	3.875	1	0.327148	0.484375	30	289	304	
24480	5.625	-1.6	3.875	1	0.347982	0.484375	30	289	304	
24481	5.625	-1.7	3.875	1	0.368815	0.484375	30	289	304	
24482	5.625	-1.8	3.875	1	0.389648	0.484375	30	289	304	
24483	5.625	-1.9	3.875	1	0.410482	0.484375	30	289	304	
24484	5.625	-2	3.875	1	0.431315	0.484375	30	289	304	
24485	5.625	-2.1	3.875	1	0.452148	0.484375	30	289	304	
24486	5.75	0	3.875	1	0.014974	0.484375	30	289	304	
24487	5.75	-0.1	3.875	1	0.0358073	0.484375	30	289	304	
24488	5.75	-0.2	3.875	1	0.0566406	0.484375	30	289	304	
24489	5.75	-0.3	3.875	1	0.077474	0.484375	30	289	304	
24490	5.75	-0.4	3.875	1	0.0983073	0.484375	30	289	304	
24491	5.75	-0.5	3.875	1	0.119141	0.484375	30	289	304	
24492	5.75	-0.6	3.875	1	0.139974	0.484375	30	289	304	
24493	5.75	-0.7	3.875	1	0.160807	0.484375	30	289	304	
24494	5.75	-0.8	3.875	1	0.181641	0.484375	30	289	304	
24495	5.75	-0.9	3.875	1	0.202474	0.484375	30	289	304	
24496	5.75	-1	3.875	1	0.223307	0.484375	30	289	304	
24497	5.75	-1.1	3.875	1	0.244141	0.484375	30	289	304	
24498	5.75	-1.2	3.875	1	0.264974	0.484375	30	289	304	
24499	5.75	-1.3	3.875	1	0.285807	0.484375	30	289	304	
24500	5.75	-1.4	3.875	1	0.306641	0.484375	30	289	304	
24501	5.75	-1.5	3.875	1	0.327474	0.484375	30	289	304	
24502	5.75	-1.6	3.875	1	0.348307	0.484375	30	289	304	
24503	5.75	-1.7	3.875	1	0.369141	0.484375	30	289	304	
24504	5.75	-1.8	3.875	1	0.389974	0.484375	30	289	304	
24505	5.75	-1.9	3.875	1	0.410807	0.484375	30	289	304	
24506	5.75	-2	3.875	1	0.431641	0.484375	30	289	304	
24507	5.875	0	3.875	1	0.0152995	0.484375	30	289	304	
24508	5.875	-0.1	3.875	1	0.0361328	0.484375	30	289	304	
24509	5.875	-0.2	3.875	1	0.0569661	0.484375	30	289	304	
24510	5.875	-0.3	3.875	1	0.0777995	0.484375	30	289	304	
24511	5.875	-0.4	3.875	1	0.0986328	0.484375	30	289	304	
24512	5.875	-0.5	3.875	1	0.119466	0.484375	30	289	304	
24513	5.875	-0.6	3.875	1	0.140299	0.484375	30	289	304	
24514	5.875	-0.7	3.875	1	0.161133	0.484375	30	289	304	
24515	5.875	-0.8	3.875	1	0.181966	0.484375	30	289	304	
24516	5.875	-0.9	3.875	1	0.202799	0.484375	30	289	304	
24517	5.875	-1	3.875	1	0.223633	0.484375	30	289	304	
24518	5.875	-1.1	3.875	1	0.244466	0.484375	30	289	304	
24519	5.875	-1.2	3.875	1	0.265299	0.484375	30	289	304	
24520	5.875	-1.3	3.875	1	0.286133	0.484375	30	289	304	
24521	5.875	-1.4	3.875	1	0.306966	0.484375	30	289	304	
24522	5.875	-1.5	3.875	1	0.327799	0.484375	30	289	304	
24523	5.875	-1.6	3.875	1	0.348633	0.484375	30	289	304	
24524	5.875	-1.7	3.875	1	0.369466	0.484375	30	289	304	
24525	5.875	-1.8	3.875	1	0.390299	0.484375	30	289	304	
24526	6	0	3	1	0.015625	0.375	31	305	312	
24527	6	-0.1	3	1	0.0364583	0.375	31	305	312	
24528	6	-0.2	3	1	0.0572917	0.375	31	305	312	
24529	6	-0.3	3	1	0.078125	0.375	31	305	312	
24530	6	-0.4	3	1	0.0989583	0.375	31	305	312	
24531	6	-0.5	3	1	0.119792	0.375	31	305	312	
24532	6	-0.6	3	1	0.140625	0.375	31	305	312	
24533	6	-0.7	3	1	0.161458	0.375	31	305	312	
24534	6	-0.8	3	1	0.182292	0.375	31	305	312	
24535	6	-0.9	3	1	0.203125	0.375	31	305	312	
24536	6	-1	3	1	0.223958	0.375	31	305	312	
24537	6	-1.1	3	1	0.244792	0.375	31	305	312	
24538	6	-1.2	3	1	0.265625	0.375	31	305	312	
24539	6	-1.3	3	1	0.286458	0.375	31	305	312	
24540	6	-1.4	3	1	0.307292	0.375	31	305	312	
24541	6	-1.5	3	1	0.328125	0.375	31	305	312	
24542	6	-1.6	3	1	0.348958	0.375	31	305	312	
24543	6	-1.7	3	1	0.369792	0.375	31	305	312	
24544	6.125	0	3	1	0.0159505	0.375	31	305	312	
24545	6.125	-0.1	3	1	0.0367839	0.375	31	305	312	
24546	6.125	-0.2	3	1	0.0576172	0.375	31	305	312	
24547	6.125	-0.3	3	1	0.0784505	0.375	31	305	312	
24548	6.125	-0.4	3	1	0.0992839	0.375	31	305	312	
24549	6.125	-0.5	3	1	0.120117	0.375	31	305	312	
24550	6.125	-0.6	3	1	0.140951	0.375	31	305	312	
24551	6.125	-0.7	3	1	0.161784	0.375	31	305	312	
24552	6.125	-0.8	3	1	0.182617	0.375	31	305	312	
24553	6.125	-0.9	3	1	0.203451	0.375	31	305	312	
24554	6.125	-1	3	1	0.224284	0.375	31	305	312	
24555	6.125	-1.1	3	1	0.245117	0.375	31	305	312	
24556	6.125	-1.2	3	1	0.265951	0.375	31	305	312	
24557	6.125	-1.3	3	1	0.286784	0.375	31	305	312	
24558	6.125	-1.4	3	1	0.307617	0.375	31	305	312	
24559	6.125	-1.5	3	1	0.328451	0.375	31	305	312	
24560	6.25	0	3	1	0.016276	0.375	31	305	312	
24561	6.25	-0.1	3	1	0.0371094	0.375	31	305	312	
24562	6.25	-0.2	3	1	0.0579427	0.375	31	305	312	
24563	6.25	-0.3	3	1	0.078776	0.375	31	305	312	
24564	6.25	-0.4	3	1	0.0996094	0.375	31	305	312	
24565	6.25	-0.5	3	1	0.120443	0.375	31	305	312	
24566	6.25	-0.6	3	1	0.141276	0.375	31	305	312	
24567	6.25	-0.7	3	1	0.162109	0.375	31	305	312	
24568	6.25	-0.8	3	1	0.182943	0.375	31	305	312	
24569	6.25	-0.9	3	1	0.203776	0.375	31	305	312	
24570	6.25	-1	3	1	0.224609	0.375	31	305	312	
24571	6.25	-1.1	3	1	0.245443	0.375	31	305	312	
24572	6.25	-1.2	3	1	0.266276	0.375	31	305	312	
24573	6.25	-1.3	3	1	0.287109	0.375	31	305	312	
24574	6.25	-1.4	3	1	0.307943	0.375	31	305	312	
24575	6.375	0	3	1	0.0166016	0.375	31	305	312	
24576	6.375	-0.1	3	1	0.0374349	0.375	31	305	312	
24577	6.375	-0.2	3	1	0.0582682	0.375	31	305	312	
24578	6.375	-0.3	3	1	0.0791016	0.375	31	305	312	
24579	6.375	-0.4	3	1	0.0999349	0.375	31	305	312	
24580	6.375	-0.5	3	1	0.120768	0.375	31	305	312	
24581	6.375	-0.6	3	1	0.141602	0.375	31	305	312	
24582	6.375	-0.7	3	1	0.162435	0.375	31	305	312	
24583	6.375	-0.8	3	1	0.183268	0.375	31	305	312	
24584	6.375	-0.9	3	1	0.204102	0.375	31	305	312	
24585	6.375	-1	3	1	0.224935	0.375	31	305	312	
24586	6.375	-1.1	3	1	0.245768	0.375	31	305	312	
24587	6.375	-1.2	3	1	0.266602	0.375	31	305	312	
24588	6.375	-1.3	3	1	0.287435	0.375	31	305	312	
24589	6.5	0	3	1	0.0169271	0.375	31	305	312	
24590	6.5	-0.1	3	1	0.0377604	0.375	31	305	312	
24591	6.5	-0.2	3	1	0.0585938	0.375	31	305	312	
24592	6.5	-0.3	3	1	0.0794271	0.375	31	305	312	
24593	6.5	-0.4	3	1	0.10026	0.375	31	305	312	
24594	6.5	-0.5	3	1	0.121094	0.375	31	305	312	
24595	6.5	-0.6	3	1	0.141927	0.375	31	305	312	
24596	6.5	-0.7	3	1	0.16276	0.375	31	305	312	
24597	6.5	-0.8	3	1	0.183594	0.375	31	305	312	
24598	6.5	-0.9	3	1	0.204427	0.375	31	305	312	
24599	6.5	-1	3	1	0.22526	0.375	31	305	312	
24600	6.5	-1.1	3	1	0.246094	0.375	31	305	312	
24601	6.625	0	3	1	0.0172526	0.375	31	305	312	
24602	6.625	-0.1	3	1	0.0380859	0.375	31	305	312	
24603	6.625	-0.2	3	1	0.0589193	0.375	31	305	312	
24604	6.625	-0.3	3	1	0.0797526	0.375	31	305	312	
24605	6.625	-0.4	3	1	0.100586	0.375	31	305	312	
24606	6.625	-0.5	3	1	0.121419	0.375	31	305	312	
24607	6.625	-0.6	3	1	0.142253	0.375	31	305	312	
24608	6.625	-0.7	3	1	0.163086	0.375	31	305	312	
24609	6.625	-0.8	3	1	0.183919	0.375	31	305	312	
24610	6.625	-0.9	3	1	0.204753	0.375	31	305	312	
24611	6.625	-1	3	1	0.225586	0.375	31	305	312	
24612	6.75	0	3	1	0.0175781	0.375	31	305	312	
24613	6.75	-0.1	3	1	0.0384115	0.375	31	305	312	
24614	6.75	-0.2	3	1	0.0592448	0.375	31	305	312	
24615	6.75	-0.3	3	1	0.0800781	0.375	31	305	312	
24616	6.75	-0.4	3	1	0.100911	0.375	31	305	312	
24617	6.75	-0.5	3	1	0.121745	0.375	31	305	312	
24618	6.75	-0.6	3	1	0.142578	0.375	31	305	312	
24619	6.75	-0.7	3	1	0.163411	0.375	31	305	312	
24620	6.75	-0.8	3	1	0.184245	0.375	31	305	312	
24621	6.75	-0.9	3	1	0.205078	0.375	31	305	312	
24622	6.875	0	3	1	0.0179036	0.375	31	305	312	
24623	6.875	-0.1	3	1	0.038737	0.375	31	305	312	
24624	6.875	-0.2	3	1	0.0595703	0.375	31	305	312	
24625	6.875	-0.3	3	1	0.0804036	0.375	31	305	312	
24626	6.875	-0.4	3	1	0.101237	0.375	31	305	312	
24627	6.875	-0.5	3	1	0.12207	0.375	31	305	312	
24628	6.875	-0.6	3	1	0.142904	0.375	31	305	312	
24629	6.875	-0.7	3	1	0.163737	0.375	31	305	312	
24630	6.875	-0.8	3	1	0.18457	0.375	31	305	312	
24631	6	0	3.125	1	0.015625	0.390625	31	305	312	
24632	6	-0.1	3.125	1	0.0364583	0.390625	31	305	312	
24633	6	-0.2	3.125	1	0.0572917	0.390625	31	305	312	
24634	6	-0.3	3.125	1	0.078125	0.390625	31	305	312	
24635	6	-0.4	3.125	1	0.0989583	0.390625	31	305	312	
24636	6	-0.5	3.125	1	0.119792	0.390625	31	305	312	
24637	6	-0.6	3.125	1	0.140625	0.390625	31	305	312	
24638	6	-0.7	3.125	1	0.161458	0.390625	31	305	312	
24639	6	-0.8	3.125	1	0.182292	0.390625	31	305	312	
24640	6	-0.9	3.125	1	0.203125	0.390625	31	305	312	
24641	6	-1	3.125	1	0.223958	0.390625	31	305	312	
24642	6	-1.1	3.125	1	0.244792	0.390625	31	305	312	
24643	6	-1.2	3.125	1	0.265625	0.390625	31	305	312	
24644	6	-1.3	3.125	1	0.286458	0.390625	31	305	312	
24645	6	-1.4	3.125	1	0.307292	0.390625	31	305	312	
24646	6	-1.5	3.125	1	0.328125	0.390625	31	305	312	
24647	6	-1.6	3.125	1	0.348958	0.390625	31	305	312	
24648	6	-1.7	3.125	1	0.369792	0.390625	31	305	312	
24649	6.125	0	3.125	1	0.0159505	0.390625	31	305	312	
24650	6.125	-0.1	3.125	1	0.0367839	0.390625	31	305	312	
24651	6.125	-0.2	3.125	1	0.0576172	0.390625	31	305	312	
24652	6.125	-0.3	3.125	1	0.0784505	0.390625	31	305	312	
24653	6.125	-0.4	3.125	1	0.0992839	0.390625	31	305	312	
24654	6.125	-0.5	3.125	1	0.120117	0.390625	31	305	312	
24655	6.125	-0.6	3.125	1	0.140951	0.390625	31	305	312	
24656	6.125	-0.7	3.125	1	0.161784	0.390625	31	305	312	
24657	6.125	-0.8	3.125	1	0.182617	0.390625	31	305	312	
24658	6.125	-0.9	3.125	1	0.203451	0.390625	31	305	312	
24659	6.125	-1	3.125	1	0.224284	0.390625	31	305	312	
24660	6.125	-1.1	3.125	1	0.245117	0.390625	31	305	312	
24661	6.125	-1.2	3.125	1	0.265951	0.390625	31	305	312	
24662	6.125	-1.3	3.125	1	0.286784	0.390625	31	305	312	
24663	6.125	-1.4	3.125	1	0.307617	0.390625	31	305	312	
24664	6.125	-1.5	3.125	1	0.328451	0.390625	31	305	312	
24665	6.25	0	3.125	1	0.016276	0.390625	31	305	312	
24666	6.25	-0.1	3.125	1	0.0371094	0.390625	31	305	312	
24667	6.25	-0.2	3.125	1	0.0579427	0.390625	31	305	312	
24668	6.25	-0.3	3.125	1	0.078776	0.390625	31	305	312	
24669	6.25	-0.4	3.125	1	0.0996094	0.390625	31	305	312	
24670	6.25	-0.5	3.125	1	0.120443	0.390625	31	305	312	
24671	6.25	-0.6	3.125	1	0.141276	0.390625	31	305	312	
24672	6.25	-0.7	3.125	1	0.162109	0.390625	31	305	312	
24673	6.25	-0.8	3.125	1	0.182943	0.390625	31	305	312	
24674	6.25	-0.9	3.125	1	0.203776	0.390625	31	305	312	
24675	6.25	-1	3.125	1	0.224609	0.390625	31	305	312	
24676	6.25	-1.1	3.125	1	0.245443	0.390625	31	305	312	
24677	6.25	-1.2	3.125	1	0.266276	0.390625	31	305	312	
24678	6.25	-1.3	3.125	1	0.287109	0.390625	31	305	312	
24679	6.25	-1.4	3.125	1	0.307943	0.390625	31	305	312	
24680	6.375	0	3.125	1	0.0166016	0.390625	31	305	312	
24681	6.375	-0.1	3.125	1	0.0374349	0.390625	31	305	312	
24682	6.375	-0.2	3.125	1	0.0582682	0.390625	31	305	312	
24683	6.375	-0.3	3.125	1	0.0791016	0.390625	31	305	312	
24684	6.375	-0.4	3.125	1	0.0999349	0.390625	31	305	312	
24685	6.375	-0.5	3.125	1	0.120768	0.390625	31	305	312	
24686	6.375	-0.6	3.125	1	0.141602	0.390625	31	305	312	
24687	6.375	-0.7	3.125	1	0.162435	0.390625	31	305	312	
24688	6.375	-0.8	3.125	1	0.183268	0.390625	31	305	312	
24689	6.375	-0.9	3.125	1	0.204102	0.390625	31	305	312	
24690	6.375	-1	3.125	1	0.224935	0.390625	31	305	312	
24691	6.375	-1.1	3.125	1	0.245768	0.390625	31	305	312	
24692	6.375	-1.2	3.125	1	0.266602	0.390625	31	305	312	
24693	6.375	-1.3	3.125	1	0.287435	0.390625	31	305	312	
24694	6.5	0	3.125	1	0.0169271	0.390625	31	305	312	
24695	6.5	-0.1	3.125	1	0.0377604	0.390625	31	305	312	
24696	6.5	-0.2	3.125	1	0.0585938	0.390625	31	305	312	
24697	6.5	-0.3	3.125	1	0.0794271	0.390625	31	305	312	
24698	6.5	-0.4	3.125	1	0.10026	0.390625	31	305	312	
24699	6.5	-0.5	3.125	1	0.121094	0.390625	31	305	312	
24700	6.5	-0.6	3.125	1	0.141927	0.390625	31	305	312	
24701	6.5	-0.7	3.125	1	0.16276	0.390625	31	305	312	
24702	6.5	-0.8	3.125	1	0.183594	0.390625	31	305	312	
24703	6.5	-0.9	3.125	1	0.204427	0.390625	31	305	312	
24704	6.5	-1	3.125	1	0.22526	0.390625	31	305	312	
24705	6.5	-1.1	3.125	1	0.246094	0.390625	31	305	312	
24706	6.625	0	3.125	1	0.0172526	0.390625	31	305	312	
24707	6.625	-0.1	3.125	1	0.0380859	0.390625	31	305	312	
24708	6.625	-0.2	3.125	1	0.0589193	0.390625	31	305	312	
24709	6.625	-0.3	3.125	1	0.0797526	0.390625	31	305	312	
24710	6.625	-0.4	3.125	1	0.100586	0.390625	31	305	312	
24711	6.625	-0.5	3.125	1	0.121419	0.390625	31	305	312	
24712	6.625	-0.6	3.125	1	0.142253	0.390625	31	305	312	
24713	6.625	-0.7	3.125	1	0.163086	0.390625	31	305	312	
24714	6.625	-0.8	3.125	1	0.183919	0.390625	31	305	312	
24715	6.625	-0.9	3.125	1	0.204753	0.390625	31	305	312	
24716	6.625	-1	3.125	1	0.225586	0.390625	31	305	312	
24717	6.75	0	3.125	1	0.0175781	0.390625	31	305	312	
24718	6.75	-0.1	3.125	1	0.0384115	0.390625	31	305	312	
24719	6.75	-0.2	3.125	1	0.0592448	0.390625	31	305	312	
24720	6.75	-0.3	3.125	1	0.0800781	0.390625	31	305	312	
24721	6.75	-0.4	3.125	1	0.100911	0.390625	31	305	312	
24722	6.75	-0.5	3.125	1	0.121745	0.390625	31	305	312	
24723	6.75	-0.6	3.125	1	0.142578	0.390625	31	305	312	
24724	6.75	-0.7	3.125	1	0.163411	0.390625	31	305	312	
24725	6.75	-0.8	3.125	1	0.184245	0.390625	31	305	312	
24726	6.75	-0.9	3.125	1	0.205078	0.390625	31	305	312	
24727	6.875	0	3.125	1	0.0179036	0.390625	31	305	312	
24728	6.875	-0.1	3.125	1	0.038737	0.390625	31	305	312	
24729	6.875	-0.2	3.125	1	0.0595703	0.390625	31	305	312	
24730	6.875	-0.3	3.125	1	0.0804036	0.390625	31	305	312	
24731	6.875	-0.4	3.125	1	0.101237	0.390625	31	305	312	
24732	6.875	-0.5	3.125	1	0.12207	0.390625	31	305	312	
24733	6.875	-0.6	3.125	1	0.142904	0.390625	31	305	312	
24734	6.875	-0.7	3.125	1	0.163737	0.390625	31	305	312	
24735	6.875	-0.8	3.125	1	0.18457	0.390625	31	305	312	
24736	6	0	3.25	1	0.015625	0.40625	31	305	312	
24737	6	-0.1	3.25	1	0.0364583	0.40625	31	305	312	
24738	6	-0.2	3.25	1	0.0572917	0.40625	31	305	312	
24739	6	-0.3	3.25	1	0.078125	0.40625	31	305	312	
24740	6	-0.4	3.25	1	0.0989583	0.40625	31	305	312	
24741	6	-0.5	3.25	1	0.119792	0.40625	31	305	312	
24742	6	-0.6	3.25	1	0.140625	0.40625	31	305	312	
24743	6	-0.7	3.25	1	0.161458	0.40625	31	305	312	
24744	6	-0.8	3.25	1	0.182292	0.40625	31	305	312	
24745	6	-0.9	3.25	1	0.203125	0.40625	31	305	312	
24746	6	-1	3.25	1	0.223958	0.40625	31	305	312	
24747	6	-1.1	3.25	1	0.244792	0.40625	31	305	312	
24748	6	-1.2	3.25	1	0.265625	0.40625	31	305	312	
24749	6	-1.3	3.25	1	0.286458	0.40625	31	305	312	
24750	6	-1.4	3.25	1	0.307292	0.40625	31	305	312	
24751	6	-1.5	3.25	1	0.328125	0.40625	31	305	312	
24752	6	-1.6	3.25	1	0.348958	0.40625	31	305	312	
24753	6	-1.7	3.25	1	0.369792	0.40625	31	305	312	
24754	6.125	0	3.25	1	0.0159505	0.40625	31	305	312	
24755	6.125	-0.1	3.25	1	0.0367839	0.40625	31	305	312	
24756	6.125	-0.2	3.25	1	0.0576172	0.40625	31	305	312	
24757	6.125	-0.3	3.25	1	0.0784505	0.40625	31	305	312	
24758	6.125	-0.4	3.25	1	0.0992839	0.40625	31	305	312	
24759	6.125	-0.5	3.25	1	0.120117	0.40625	31	305	312	
24760	6.125	-0.6	3.25	1	0.140951	0.40625	31	305	312	
24761	6.125	-0.7	3.25	1	0.161784	0.40625	31	305	312	
24762	6.125	-0.8	3.25	1	0.182617	0.40625	31	305	312	
24763	6.125	-0.9	3.25	1	0.203451	0.40625	31	305	312	
24764	6.125	-1	3.25	1	0.224284	0.40625	31	305	312	
24765	6.125	-1.1	3.25	1	0.245117	0.40625	31	305	312	
24766	6.125	-1.2	3.25	1	0.265951	0.40625	31	305	312	
24767	6.125	-1.3	3.25	1	0.286784	0.40625	31	305	312	
24768	6.125	-1.4	3.25	1	0.307617	0.40625	31	305	312	
24769	6.125	-1.5	3.25	1	0.328451	0.40625	31	305	312	
24770	6.25	0	3.25	1	0.016276	0.40625	31	305	312	
24771	6.25	-0.1	3.25	1	0.0371094	0.40625	31	305	312	
24772	6.25	-0.2	3.25	1	0.0579427	0.40625	31	305	312	
24773	6.25	-0.3	3.25	1	0.078776	0.40625	31	305	312	
24774	6.25	-0.4	3.25	1	0.0996094	0.40625	31	305	312	
24775	6.25	-0.5	3.25	1	0.120443	0.40625	31	305	312	
24776	6.25	-0.6	3.25	1	0.141276	0.40625	31	305	312	
24777	6.25	-0.7	3.25	1	0.162109	0.40625	31	305	312	
24778	6.25	-0.8	3.25	1	0.182943	0.40625	31	305	312	
24779	6.25	-0.9	3.25	1	0.203776	0.40625	31	305	312	
24780	6.25	-1	3.25	1	0.224609	0.40625	31	305	312	
24781	6.25	-1.1	3.25	1	0.245443	0.40625	31	305	312	
24782	6.25	-1.2	3.25	1	0.266276	0.40625	31	305	312	
24783	6.25	-1.3	3.25	1	0.287109	0.40625	31	305	312	
24784	6.25	-1.4	3.25	1	0.307943	0.40625	31	305	312	
24785	6.375	0	3.25	1	0.0166016	0.40625	31	305	312	
24786	6.375	-0.1	3.25	1	0.0374349	0.40625	31	305	312	
24787	6.375	-0.2	3.25	1	0.0582682	0.40625	31	305	312	
24788	6.375	-0.3	3.25	1	0.0791016	0.40625	31	305	312	
24789	6.375	-0.4	3.25	1	0.0999349	0.40625	31	305	312	
24790	6.375	-0.5	3.25	1	0.120768	0.40625	31	305	312	
24791	6.375	-0.6	3.25	1	0.141602	0.40625	31	305	312	
24792	6.375	-0.7	3.25	1	0.162435	0.40625	31	305	312	
24793	6.375	-0.8	3.25	1	0.183268	0.40625	31	305	312	
24794	6.375	-0.9	3.25	1	0.204102	0.40625	31	305	312	
24795	6.375	-1	3.25	1	0.224935	0.40625	31	305	312	
